Procedure Type,PROCEDURE NAME,Procedure End Goal,Procedure File Number,Step Number,EPRL,TEXT
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,13,Verification (Where),PDU 1 and 2 Display
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,13,Waiting (How), positioned
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,13,Waiting (What),until Drawer 3
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,13,Waiting (Where),in front of transfer port door
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,14,Action (How),using fill tool
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,14,Action (What),cmd Pressure Set Point to 8.2
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,14,Action (Where),PCS Display
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,14,Decision (What),If required
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,14,Trigger (What),As required
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,14,Verification (How),"""Pressure: 8.2"""
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,14,Verification (What),Verify PDU 2 RPC04 CLOSED
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,14,Verification (Where),PDU 1 and 2 Display
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,14,Waiting (How), positioned
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,14,Waiting (What),until Drawer 3
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,14,Waiting (Where),in front of transfer port door
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,15,Action (How),using fill tool
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,15,Action (What),cmd O2% Set Point to 34.0%
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,15,Action (Where),PCS Display
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,15,Decision (What),If required
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,15,Trigger (What),As required
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,15,Verification (How),"""Pressure: 8.2"""
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,15,Verification (What),Verify PDU 2 RPC04 CLOSED
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,15,Verification (Where),PDU 1 and 2 Display
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,15,Waiting (How), positioned
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,15,Waiting (What),until Drawer 3
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,15,Waiting (Where),in front of transfer port door
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,16,Action (How),using fill tool
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,16,Action (What),cmd Depress mode
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,16,Action (Where),PCS Display
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,16,Decision (What),If required
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,16,Trigger (What),As required
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,16,Verification (How),"""Pressure: 8.2"""
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,16,Verification (What),Verify PDU 2 RPC04 CLOSED
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,16,Verification (Where),PDU 1 and 2 Display
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,16,Waiting (How), positioned
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,16,Waiting (What),until Drawer 3
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,16,Waiting (Where),in front of transfer port door
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,17,Action (How),using fill tool
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,17,Action (What),Monitor depress to completion
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,17,Action (Where),PCS Display
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,17,Decision (What),If required
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,17,Trigger (What),As required
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,17,Verification (How),"""Pressure: 8.2"""
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,17,Verification (What),Verify cabin pressure stabilizes at 8.2 psi.
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,17,Verification (Where),PCS Display
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,17,Waiting (How), positioned
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,17,Waiting (What),until Drawer 3
Operator Interacting with UI,Airlock Campout Init with Feedback,Preliminary EVA Airlock campout initialization procedure. Prepares the cabin for campout by changing pressure and oxygen concentration.,HAL_3_1_F.pdf,17,Waiting (Where),in front of transfer port door
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Action (How),"by Selecting ""Grab HC Focus"""
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Action (What),"enable the Hand
Controller"
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Action (Where),on screen
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Decision (What),If required
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Trigger (How),"""Grab HC Focus"""
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Trigger (What),when beginning this observation
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Trigger (Where),Left monitor
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Verification (How),the button is BLUE
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Verification (What),ensure 
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Verification (Where),left
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Waiting (How),value is zero
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Waiting (What),until
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,1,Waiting (Where),in front of transfer port door
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Action (How),"by Selecting ""Grab HC Focus"""
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Action (What),"Read the Execution Note for details on the desired rock locations, priority for sample collection, and traverse notes"
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Action (Where),on screen
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Decision (What),If required
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Trigger (How),"""Grab HC Focus"""
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Trigger (What),when beginning this observation
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Trigger (Where),Left monitor
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Verification (How),the button is BLUE
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Verification (What),ensure 
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Verification (Where),left
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Waiting (How),value is zero
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Waiting (What),until
Operator Interacting with UI,Lunar Surface Sample Collection with Rover Telepresence,"An Execution Note (EN) is uplinked to the crew to identify desired samples from the lunar surface. The crew operates a rover on the surface using telepresence from the Gateway. After planning a traverse, the crew works together to gather as many of the desired rocks as possible within the time constraints:
1) develop an efficient route plan based upon the Execution Note
2) drive lunar rover (via telepresence) to each desired location adjusting route as needed
3) photograph and robotically capture (future capability) desired rock sample
4) complete the route at the end point (Tower representing the Lunar Ascent Vehicle, LAV). The rock samples are deposited in a Sample Return Canister (SRC). The LAV launches from the lunar surface and delivers the SRC to the Gateway in a Sample Return Vehicle (SRV).",HAL_5_101.pdf,2,Waiting (Where),in front of transfer port door
