FILE,TEXT,EPRL
HAL_1_0.pdf,REMOVE EV2 EVA Preference Kit,Action (What)
HAL_1_0.pdf,STOW EV2 EVA Preference Kit,Action (What)
HAL_1_0.pdf,REMOVE EV2 EVA LCVG Assembly,Action (What)
HAL_1_0.pdf,STOW EV2 EVA LCVG Assembly ,Action (What)
HAL_1_0.pdf,REMOVE EV2 EVA Consumables Kit,Action (What)
HAL_1_0.pdf,STOW EV2 EVA Consumables Kit ,Action (What)
HAL_1_0.pdf,REMOVE EV2 EVA General Supplies Kit,Action (What)
HAL_1_0.pdf,STOW EV2 EVA General Supplies Kit ,Action (What)
HAL_1_0.pdf,PUSH the empty CTBs ,Action (What)
HAL_1_0.pdf,REMOVE Nose Bag 1,Action (What)
HAL_1_0.pdf,STOW Nose Bag 1,Action (What)
HAL_1_0.pdf,REMOVE Nose Bag 2,Action (What)
HAL_1_0.pdf,STOW Nose Bag 2,Action (What)
HAL_1_0.pdf,REMOVE Nose Bag 3,Action (What)
HAL_1_0.pdf,STOW Nose Bag 3,Action (What)
HAL_1_0.pdf,REMOVE Nose Bag 4,Action (What)
HAL_1_0.pdf,STOW Nose Bag 4,Action (What)
HAL_1_0.pdf,PUSH PRS_D3 ,Action (What)
HAL_1_0.pdf,"PRESS ""Door Close"" ",Action (What)
HAL_1_0.pdf,REMOVE EVA Suit 1,Action (What)
HAL_1_0.pdf,Place EVA Suit 1,Action (What)
HAL_1_0.pdf,REMOVE EVA Suit 2,Action (What)
HAL_1_0.pdf,Place EVA Suit 2,Action (What)
HAL_2_3.pdf,Fill Drink Bag (DIDB) with cold water ,Action (What)
HAL_2_3.pdf,Remove gas from DIDB.,Action (What)
HAL_2_3.pdf,Temporarily stow ,Action (What)
HAL_2_3.pdf,Stage crew preference items,Action (What)
HAL_2_3.pdf,Unstow XEMUs,Action (What)
HAL_2_3.pdf,Remove stowage bag,Action (What)
HAL_2_3.pdf,Place the XEMU on the donning stand,Action (What)
HAL_2_3.pdf,Remove DIDB restaraint bag,Action (What)
HAL_2_3.pdf,Insert DIDB ,Action (What)
HAL_2_3.pdf,Install restraint bag ,Action (What)
HAL_2_3.pdf,install Fresnel Lenses,Action (What)
HAL_2_3.pdf,install Valsalva devices,Action (What)
HAL_2_3.pdf,Apply antifog,Action (What)
HAL_2_3.pdf,Apply antifog,Action (What)
HAL_2_3.pdf,Thoroughly wipe off antifog,Action (What)
HAL_2_3.pdf,seal used antifog wipes and packages ,Action (What)
HAL_2_3.pdf,dispose of containment bag,Action (What)
HAL_2_3.pdf,Install Croakie ,Action (What)
HAL_2_3.pdf,Check Helmet lights installed ,Action (What)
HAL_2_3.pdf,Check XEMU TV installed ,Action (What)
HAL_2_3.pdf,Check Helmet light ops,Action (What)
HAL_2_3.pdf,Unstow biomed Sternal Harness and Signal Conditioner ,Action (What)
HAL_2_3.pdf,Install Sternal Harness,Action (What)
HAL_2_3.pdf,Install Signal Conditioner ,Action (What)
HAL_2_3.pdf,~|Sternal Harness →|← Signal Conditioner,Action (What)
HAL_2_3.pdf,reposition Donning fixture for XEMU donning,Action (What)
HAL_2_3.pdf,Confirm XEMUs including Gloves,Action (What)
HAL_2_3.pdf,Confirm LCVGs,Action (What)
HAL_2_3.pdf,Confirm crew preference items,Action (What)
HAL_2_3.pdf,Confirm ECOKs,Action (What)
HAL_2_3.pdf,Confirm Dosimeter,Action (What)
HAL_2_3.pdf,Confirm XEMU Servicing Kit,Action (What)
HAL_2_3.pdf,Confirm flashlight,Action (What)
HAL_2_3.pdf,Confirm Airlock Contingency Tool Kit,Action (What)
HAL_2_3.pdf,Confirm Earplugs,Action (What)
HAL_2_3.pdf,Confirm Towel,Action (What)
HAL_2_3.pdf,Confirm Aspirin,Action (What)
HAL_2_3.pdf,Confimr personal hygiene items,Action (What)
HAL_3_1.pdf,Hatch CLOSE,Action (What)
HAL_3_1.pdf,Seal Airlock SEAL,Action (What)
HAL_3_1.pdf,Floor Panel CLOSE,Action (What)
HAL_3_1.pdf,"Navigate to ""HAL"" in the home display",Action (What)
HAL_3_1.pdf,cmd HAL IMV CLOSED,Action (What)
HAL_3_1.pdf,cmd HAL Hatch CLOSED,Action (What)
HAL_3_1.pdf,"Navigate to ""PDU 1 and 2"" in the Power Systems Display",Action (What)
HAL_3_1.pdf,Verify PDU 1 RPC08 CLOSED,Action (What)
HAL_3_1.pdf,Verify PDU 2 RPC01 CLOSED,Action (What)
HAL_3_1.pdf,Verify PDU 2 RPC02 CLOSED,Action (What)
HAL_3_1.pdf,Verify PDU 2 RPC03 CLOSED,Action (What)
HAL_3_1.pdf,Verify PDU 2 RPC04 CLOSED,Action (What)
HAL_3_1.pdf,"Navigate to ""PCS"" in the Air Systems Display",Action (What)
HAL_3_1.pdf,Change Pressure Set Point to 8.2,Action (What)
HAL_3_1.pdf,Change O2% Set Point to 34.0%,Action (What)
HAL_3_1.pdf,Command Depress mode,Action (What)
HAL_3_1.pdf,Monitor depress to completion,Action (What)
HAL_3_1_A.pdf,Hatch CLOSE,Action (What)
HAL_3_1_A.pdf,Seal Airlock SEAL,Action (What)
HAL_3_1_A.pdf,Floor Panel CLOSE,Action (What)
HAL_3_1_A.pdf,"Navigate to ""HAL"" in the home display",Action (What)
HAL_3_1_A.pdf,cmd HAL IMV CLOSED,Action (What)
HAL_3_1_A.pdf,cmd HAL Hatch CLOSED,Action (What)
HAL_3_1_A.pdf,"Navigate to ""PDU 1 and 2"" in the Power Systems Display",Action (What)
HAL_3_1_A.pdf,cmd PDU 1 RPC08 CLOSED,Action (What)
HAL_3_1_A.pdf,cmd PDU RPC01 CLOSED,Action (What)
HAL_3_1_A.pdf,cmd PDU 2 RPC02 CLOSED,Action (What)
HAL_3_1_A.pdf,cmd PDU 2 RPC03 CLOSED,Action (What)
HAL_3_1_A.pdf,cmd PDU 2 RPC04 CLOSED,Action (What)
HAL_3_1_A.pdf,"Navigate to ""PCS"" in the Air Systems Display",Action (What)
HAL_3_1_A.pdf,cmd Pressure Set Point to 8.2,Action (What)
HAL_3_1_A.pdf,cmd O2% Set Point to 34.0%,Action (What)
HAL_3_1_A.pdf,cmd Depress mode to START,Action (What)
HAL_3_1_A.pdf,Monitor depress to completion,Action (What)
HAL_3_1_F.pdf,Hatch CLOSE,Action (What)
HAL_3_1_F.pdf,Seal Airlock SEAL,Action (What)
HAL_3_1_F.pdf,Floor Panel CLOSE,Action (What)
HAL_3_1_F.pdf,"Navigate to ""HAL"" in the home display",Action (What)
HAL_3_1_F.pdf,cmd HAL IMV CLOSED,Action (What)
HAL_3_1_F.pdf,cmd HAL Hatch CLOSED,Action (What)
HAL_3_1_F.pdf,"Navigate to ""PDU 1 and 2"" in the Power Systems Display",Action (What)
HAL_3_1_F.pdf,cmd PDU 1 RPC08 CLOSED,Action (What)
HAL_3_1_F.pdf,cmd PDU RPC01 CLOSED,Action (What)
HAL_3_1_F.pdf,cmd PDU 2 RPC02 CLOSED,Action (What)
HAL_3_1_F.pdf,cmd PDU 2 RPC03 CLOSED,Action (What)
HAL_3_1_F.pdf,cmd PDU 2 RPC04 CLOSED,Action (What)
HAL_3_1_F.pdf,"Navigate to ""PCS"" in the Air Systems Display",Action (What)
HAL_3_1_F.pdf,cmd Pressure Set Point to 8.2,Action (What)
HAL_3_1_F.pdf,cmd O2% Set Point to 34.0%,Action (What)
HAL_3_1_F.pdf,cmd Depress mode,Action (What)
HAL_3_1_F.pdf,Monitor depress to completion,Action (What)
HAL_5_111.pdf,"Select ""Cameras & Lights""",Action (What)
HAL_5_111.pdf,"Select ""Telescope Control""",Action (What)
HAL_5_111.pdf,"Select ""Cameras & Lights"" ",Action (What)
HAL_5_111.pdf,"Select ""Camera Select"" ",Action (What)
HAL_5_111.pdf,"Select ""Stack"" ",Action (What)
HAL_5_111.pdf,Read each Observation Execution Note,Action (What)
HAL_5_111.pdf,"Note the ""Time to Impcat"" for a meteorite impact on the moon on a notepad",Action (What)
HAL_5_111.pdf,Call MCC to determine if attitude change is necessary,Action (What)
HAL_5_111.pdf,Write down desired Roll,Action (What)
HAL_5_111.pdf,Write down desired pitch,Action (What)
HAL_5_111.pdf,Write down desired yaw,Action (What)
HAL_5_111.pdf,"Select ""↑"" to return to main display screen in DCAPP",Action (What)
HAL_5_111.pdf,"Select ""PM GN&C"" for Propulsion Module Guidance Navigation and Control",Action (What)
HAL_5_111.pdf,"Select ""Select control Effectors"" ",Action (What)
HAL_5_111.pdf,"Select ""RCS"" ",Action (What)
HAL_5_111.pdf,"Select ""Back"" to return to PM GN&C display",Action (What)
HAL_5_111.pdf,"Select ""Select Hand Controller""",Action (What)
HAL_5_111.pdf,"Select ""Rotate To""",Action (What)
HAL_5_111.pdf,"Select ""Modify Roll"", or ""Modify Pitch"", or ""Modify Yaw""",Action (What)
HAL_5_111.pdf,"Select ""Clear Field""",Action (What)
HAL_5_111.pdf,"Sign ""+/-""",Action (What)
HAL_5_111.pdf,Enter number values,Action (What)
HAL_5_111.pdf,"Select ""Apply""",Action (What)
HAL_5_111.pdf,"Monitor ""Position/Attitude"" rates for R, P & Y",Action (What)
HAL_5_111.pdf,Monitor view of stack for RCS jet firings to adjust attitude,Action (What)
HAL_5_111.pdf,"Select ""Robotics and Doors""",Action (What)
HAL_5_111.pdf,"Select ""Doors""",Action (What)
HAL_5_111.pdf,"select ""Close SAL Door""",Action (What)
HAL_5_111.pdf,"Select ""Robotics""",Action (What)
HAL_5_111.pdf,"Select ""Joint Auto Mode""",Action (What)
HAL_5_111.pdf,"Select ""Stow SAL""",Action (What)
HAL_5_111.pdf,"Select ""Joint Auto Proceed""",Action (What)
HAL_5_111.pdf,monitor joint angles indicating arm motion,Action (What)
HAL_5_111.pdf,"monitor ""God’s eye"" view for RMS movement",Action (What)
HAL_5_111.pdf,"Select ""↑"" to return to Home display screen in DCAPP",Action (What)
HAL_5_111.pdf,Call MCC and have them move the SRV,Action (What)
HAL_5_111.pdf,"Select ""↑"" to return to Home display screen in DCAPP",Action (What)
HAL_5_111.pdf,"Select ""Cameras & Lights""",Action (What)
HAL_5_111.pdf,"Select ""Light Control""",Action (What)
HAL_5_111.pdf,"Toggle select ""Ideal Lighting""",Action (What)
HAL_5_111.pdf,"""Select Telescope Control""",Action (What)
HAL_5_111.pdf,"Select ""Manual""",Action (What)
HAL_5_111.pdf,"Select ""Grab HC Focus""",Action (What)
HAL_5_111.pdf,adjust Pan/Tilt,Action (What)
HAL_5_111.pdf,adjust zoom,Action (What)
HAL_5_111.pdf,Select buttons for Pan/Tile/Zoom,Action (What)
HAL_5_111.pdf,"Select ""Set Zoom""",Action (What)
HAL_5_111.pdf,"Select ""Clear Field""",Action (What)
HAL_5_111.pdf,"Select ""1"" button value",Action (What)
HAL_5_111.pdf,"Select ""Apply""",Action (What)
HAL_5_111.pdf,Monitor view as telescope zooms out to minimum value,Action (What)
HAL_5_111.pdf,Configure display to desired image,Action (What)
HAL_5_111.pdf,take a picture of the display,Action (What)
HAL_5_111.pdf,"select ""PrtSc""",Action (What)
HAL_5_111.pdf,"Select ""Ok""",Action (What)
HAL_5_111.pdf,Create a file name for the image,Action (What)
HAL_5_111.pdf,Store in desired directory,Action (What)
HAL_5_111.pdf,"Select ""Save""",Action (What)
HAL_5_111.pdf,Read the Execution Note details on this observation,Action (What)
HAL_5_111.pdf,Enter UTC in crew log,Action (What)
HAL_5_111.pdf,"Select ""↑"" to return to main display screen in DCAPP",Action (What)
HAL_5_111.pdf,"Select ""Cameras & Lights""",Action (What)
HAL_5_111.pdf,"Select ""Telescope Control""",Action (What)
HAL_5_111.pdf,Reset Zoom to minimum,Action (What)
HAL_5_111.pdf,"Select ""Auto""",Action (What)
HAL_5_111.pdf,"Select ""Meteroid""",Action (What)
HAL_5_111.pdf,Adjust image,Action (What)
HAL_5_111.pdf,Capture Image,Action (What)
HAL_5_111.pdf,Read the Execution Note details on this observation,Action (What)
HAL_5_111.pdf,Enter UTC in crew log,Action (What)
HAL_5_111.pdf,"Select ""↑"" to return to main display screen in DCAPP",Action (What)
HAL_5_111.pdf,"Select ""Cameras & Lights""",Action (What)
HAL_5_111.pdf,"Select ""Telescope Control""",Action (What)
HAL_5_111.pdf,Reset Zoom to minimum,Action (What)
HAL_5_111.pdf,"Select ""Auto""",Action (What)
HAL_5_111.pdf,"Select ""Moon""",Action (What)
HAL_5_111.pdf,Adjust image,Action (What)
HAL_5_111.pdf,Capture Image,Action (What)
HAL_5_111.pdf,Read the Execution Note details on this observation,Action (What)
HAL_5_111.pdf,Enter UTC in crew log,Action (What)
HAL_5_111.pdf,"Select ""↑"" to return to main display screen in DCAPP",Action (What)
HAL_5_111.pdf,"Select ""Cameras & Lights""",Action (What)
HAL_5_111.pdf,"Select ""Telescope Control""",Action (What)
HAL_5_111.pdf,Reset Zoom to minimum,Action (What)
HAL_5_111.pdf,"Select ""Auto""",Action (What)
HAL_5_111.pdf,"Select ""Earth""",Action (What)
HAL_5_111.pdf,Adjust image,Action (What)
HAL_5_111.pdf,Capture Image,Action (What)
HAL_5_111.pdf,Read the Execution Note details on this observation,Action (What)
HAL_5_111.pdf,Enter UTC in crew log,Action (What)
HAL_5_111.pdf,"Select ""↑"" to return to main display screen in DCAPP",Action (What)
HAL_5_111.pdf,"Select ""Cameras & Lights""",Action (What)
HAL_5_111.pdf,"Select ""Telescope Control""",Action (What)
HAL_5_111.pdf,Reset Zoom to minimum,Action (What)
HAL_5_111.pdf,"Select ""Auto""",Action (What)
HAL_5_111.pdf,"Select ""Sun""",Action (What)
HAL_5_111.pdf,Adjust image,Action (What)
HAL_5_111.pdf,Capture Image,Action (What)
HAL_5_111.pdf,"Select ""Robotics
& Doors""",Action (What)
HAL_5_111.pdf,"Select ""Robotics""",Action (What)
HAL_5_111.pdf,"Select ""Join Auto Mode""",Action (What)
HAL_5_111.pdf,"Select ""Withdraw""",Action (What)
HAL_5_111.pdf,"Select ""Joint Auto Proceed""",Action (What)
HAL_5_101.pdf,"enable the Hand
Controller",Action (What)
HAL_5_101.pdf,"Read the Execution Note for details on the desired rock locations, priority for sample collection, and traverse notes",Action (What)
HAL_5_101.pdf,Plan a route to the desired rock,Action (What)
HAL_5_101.pdf,Drive the rover to the desired rock sample,Action (What)
HAL_5_101.pdf,capture an image,Action (What)
HAL_5_101.pdf,save file with a distinctive name,Action (What)
HAL_5_101.pdf,Navigate the vehicle through the boulders to the tower (LAV) to finish the simulation,Action (What)
HAL_5_101.pdf,open the computer desktop,Action (What)
HAL_5_101.pdf,"Select ""End Simulation""",Action (What)
HAL_5_101.pdf,"confirm ""YES""",Action (What)
HAL_5_121.pdf,Locate temporary stow wet and dry trash bags or containers located ,Action (What)
HAL_5_121.pdf,Retrieve a trash deployment CTB,Action (What)
HAL_5_121.pdf,Place all wet and dry trash,Action (What)
HAL_5_121.pdf,Identify Hab Airlock storage area,Action (What)
HAL_5_121.pdf,Place TRASH CTB,Action (What)
HAL_5_121.pdf,Move to HAL workstation to enable and configure displays,Action (What)
HAL_5_121.pdf,Enter UTC in crew log,Action (What)
HAL_5_121.pdf,"Contact MCC for details on desired Gateway attitude and
RMS joint angle configuration for payload release",Action (What)
HAL_5_121.pdf,Enter UTC in crew log,Action (What)
HAL_5_121.pdf,Configure screens so that the right screen is for camera views and the left screen is for commands,Action (What)
HAL_5_121.pdf,"Select ""Cameras & Lights""",Action (What)
HAL_5_121.pdf,"Select ""AerCam Control""",Action (What)
HAL_5_121.pdf,"Switch to ""Pre-Set Pos Select""",Action (What)
HAL_5_121.pdf,"Select ""Front""",Action (What)
HAL_5_121.pdf,"Select ""Robotics & Doors""",Action (What)
HAL_5_121.pdf,"Select ""Doors""",Action (What)
HAL_5_121.pdf,"Select ""Open SAL Door""",Action (What)
HAL_5_121.pdf,"Select ""Extend SAL Tray",Action (What)
HAL_5_121.pdf,"Select ""Robotics""",Action (What)
HAL_5_121.pdf,"Select ""Joint Auto Mode""",Action (What)
HAL_5_121.pdf,"Select ""Stow SAL""",Action (What)
HAL_5_121.pdf,"Select ""Joint Auto Proceed""",Action (What)
HAL_5_121.pdf,Monitor progress by watching the Joint angles,Action (What)
HAL_5_121.pdf,Monitor progress by checking out the crew window,Action (What)
HAL_5_121.pdf,"Select ""Manual Mode""",Action (What)
HAL_5_121.pdf,"Select ""Capture""",Action (What)
HAL_5_121.pdf,"Select ""Doors""",Action (What)
HAL_5_121.pdf,"Select ""Vehicle Payload Release""",Action (What)
HAL_5_121.pdf,"Select ""Robotics""",Action (What)
HAL_5_121.pdf,"Select ""Manual Mode""",Action (What)
HAL_5_121.pdf,"Select ""Grab HC Focus""",Action (What)
HAL_5_121.pdf,Select Aercam,Action (What)
HAL_5_121.pdf,Move EE and CTB away from SAL extendable tray,Action (What)
HAL_5_121.pdf,"Select ""Joint Auto Mode""",Action (What)
HAL_5_121.pdf,"Select ""Stow SRV""",Action (What)
HAL_5_121.pdf,"Select ""Joint Auto Proceed""",Action (What)
HAL_5_121.pdf,Monitor joint angles as RMS maneuvers to release position,Action (What)
HAL_5_121.pdf,Monitor progress checking out crew window,Action (What)
HAL_5_121.pdf,"Select ""Manual Mode""",Action (What)
HAL_5_121.pdf,"Select ""Release""",Action (What)
HAL_5_121.pdf,"Select ""Camera Select""",Action (What)
HAL_5_121.pdf,"Select ""Arm"" camera view",Action (What)
HAL_5_121.pdf,"Select ""Grab HC Focus""",Action (What)
HAL_5_121.pdf,Move EE away from CTB,Action (What)
HAL_5_121.pdf,"Select ""Aercam Control""",Action (What)
HAL_5_121.pdf,"Select ""Joint Auto Mode""",Action (What)
HAL_5_121.pdf,"Select ""Withdraw""",Action (What)
HAL_5_121.pdf,"Select ""Joint Auto Proceed""",Action (What)
HAL_5_121.pdf,Monitor RMS motion with joint angle display,Action (What)
HAL_5_121.pdf,Monitor RMS motion out crew window,Action (What)
HAL_5_121.pdf,"Select ""Doors""",Action (What)
HAL_5_121.pdf,"Select ""Retract SAL Tray""",Action (What)
HAL_5_121.pdf,"Select ""Close SAL Door""",Action (What)
HAL_5_121.pdf,Enter UTC in crew log,Action (What)
HAL_5_122.pdf,Enter UTC in crew log,Action (What)
HAL_5_122.pdf,Configure the Workstations,Action (What)
HAL_5_122.pdf,"Select ""Cameras & Lights""",Action (What)
HAL_5_122.pdf,"Select ""AerCam Control""",Action (What)
HAL_5_122.pdf,"Switch to ""Pre-Set Pos Select""",Action (What)
HAL_5_122.pdf,"Select ""Front""",Action (What)
HAL_5_122.pdf,"Select ""Robotics & Doors""",Action (What)
HAL_5_122.pdf,"Select ""Doors""",Action (What)
HAL_5_122.pdf,"Select ""Open SAL Door""",Action (What)
HAL_5_122.pdf,"Select ""Extend SAL Tray",Action (What)
HAL_5_122.pdf,"Select ""Robotics""",Action (What)
HAL_5_122.pdf,"Select ""Joint Auto Mode""",Action (What)
HAL_5_122.pdf,"Select ""Stow SRV""",Action (What)
HAL_5_122.pdf,"Select ""Joint Auto Proceed""",Action (What)
HAL_5_122.pdf,Monitor progress by watching the Joint Angles,Action (What)
HAL_5_122.pdf,Monitor progress by checking out the crew window,Action (What)
HAL_5_122.pdf,"Pick ""Camera Select""",Action (What)
HAL_5_122.pdf,"Toggle views between ""AerCam"" and ""Arm"" buttons",Action (What)
HAL_5_122.pdf,"Select ""Manual Mode""",Action (What)
HAL_5_122.pdf,"Select ""Grab HC Focus""",Action (What)
HAL_5_122.pdf,Move RMS End Effector (EE) to the mouth of the SRV,Action (What)
HAL_5_122.pdf,"Select ""Capture""",Action (What)
HAL_5_122.pdf,"Select ""Doors""",Action (What)
HAL_5_122.pdf,"Select ""Vehicle Payload Release""",Action (What)
HAL_5_122.pdf,"Select ""Robotics""",Action (What)
HAL_5_122.pdf,"Select ""Manual Mode""",Action (What)
HAL_5_122.pdf,"Select ""Grab HC Focus""",Action (What)
HAL_5_122.pdf,Select Aercam,Action (What)
HAL_5_122.pdf,Move EE and SRC out of SRV,Action (What)
HAL_5_122.pdf,Monitor progress checking out crew window,Action (What)
HAL_5_122.pdf,"Select ""Joint Auto Mode""",Action (What)
HAL_5_122.pdf,"Select ""Stow SAL""",Action (What)
HAL_5_122.pdf,"Select ""Joint Auto Proceed""",Action (What)
HAL_5_122.pdf,Monitor joint angles as RMS maneuvers,Action (What)
HAL_5_122.pdf,Monitor progress checking out crew window,Action (What)
HAL_5_122.pdf,"Select ""Doors""",Action (What)
HAL_5_122.pdf,"Select ""Dock Payload to SAL""",Action (What)
HAL_5_122.pdf,"Select ""Robotics""",Action (What)
HAL_5_122.pdf,"Select ""Release""",Action (What)
HAL_5_122.pdf,"Select ""Arm"" camera view",Action (What)
HAL_5_122.pdf,"Select ""Manual Mode""",Action (What)
HAL_5_122.pdf,"Select ""Grab HC Focus""",Action (What)
HAL_5_122.pdf,Move EE away from SAL,Action (What)
HAL_5_122.pdf,"Select ""Joint Auto Mode""",Action (What)
HAL_5_122.pdf,"Select ""Withdraw""",Action (What)
HAL_5_122.pdf,"Select ""Joint Auto Proceed""",Action (What)
HAL_5_122.pdf,Monitor RMS with Joint Angles,Action (What)
HAL_5_122.pdf,Monitor RMS motion out crew window,Action (What)
HAL_5_122.pdf,"Select ""Doors""",Action (What)
HAL_5_122.pdf,"Select ""Retract SAL Tray""",Action (What)
HAL_5_122.pdf,"Select ""Close SAL Door""",Action (What)
HAL_5_122.pdf,Enter the UTC in crew log procedure,Action (What)
HAL_5_999.pdf,Locate temporary stow wet and dry trash bags or containers located ,Action (What)
HAL_5_999.pdf,Retrieve a trash deployment CTB,Action (What)
HAL_5_999.pdf,Place all wet and dry trash,Action (What)
HAL_5_999.pdf,Place TRASH CTB,Action (What)
HAL_5_999.pdf,Move to HAL workstation to enable and configure displays,Action (What)
HAL_5_999.pdf,Enter UTC in crew log,Action (What)
HAL_5_999.pdf,Configure the workstations,Action (What)
HAL_5_999.pdf,"Select ""Cameras & Lights""",Action (What)
HAL_5_999.pdf,"Select ""AerCam Control""",Action (What)
HAL_5_999.pdf,"Switch to ""Pre-Set Pos Select""",Action (What)
HAL_5_999.pdf,"Select ""Front""",Action (What)
HAL_5_999.pdf,"Select ""Robotics & Doors""",Action (What)
HAL_5_999.pdf,"Select ""Doors""",Action (What)
HAL_5_999.pdf,"Select ""Open SAL Door""",Action (What)
HAL_5_999.pdf,"Select ""Extend SAL Tray",Action (What)
HAL_5_999.pdf,"Select ""Robotics""",Action (What)
HAL_5_999.pdf,"Select ""Joint Auto Mode""",Action (What)
HAL_5_999.pdf,"Select ""Stow SAL""",Action (What)
HAL_5_999.pdf,"Select ""Joint Auto Proceed""",Action (What)
HAL_5_999.pdf,Monitor progress by watching the Joint angles,Action (What)
HAL_5_999.pdf,Monitor progress by checking out the crew window,Action (What)
HAL_5_999.pdf,"Select ""Manual Mode""",Action (What)
HAL_5_999.pdf,"Select ""Capture""",Action (What)
HAL_5_999.pdf,"Select ""Doors""",Action (What)
HAL_5_999.pdf,"Select ""Vehicle Payload Release""",Action (What)
HAL_5_999.pdf,"Select ""Robotics""",Action (What)
HAL_5_999.pdf,"Select ""Manual Mode""",Action (What)
HAL_5_999.pdf,"Select ""Grab HC Focus""",Action (What)
HAL_5_999.pdf,Select Aercam,Action (What)
HAL_5_999.pdf,Move EE and CTB away from SAL extendable tray,Action (What)
HAL_5_999.pdf,"Select ""Joint Auto Mode""",Action (What)
HAL_5_999.pdf,"Select ""Stow SRV""",Action (What)
HAL_5_999.pdf,"Select ""Joint Auto Proceed""",Action (What)
HAL_5_999.pdf,Monitor joint angles as RMS maneuvers to release position,Action (What)
HAL_5_999.pdf,Monitor progress checking out crew window,Action (What)
HAL_5_999.pdf,"Select ""Manual Mode""",Action (What)
HAL_5_999.pdf,"Select ""Release""",Action (What)
HAL_5_999.pdf,"Select ""Camera Select""",Action (What)
HAL_5_999.pdf,"Select ""Arm"" camera view",Action (What)
HAL_5_999.pdf,"Select ""Grab HC Focus""",Action (What)
HAL_5_999.pdf,Move EE away from CTB,Action (What)
HAL_5_999.pdf,"Select ""Aercam Control""",Action (What)
HAL_5_999.pdf,"Select ""Joint Auto Mode""",Action (What)
HAL_5_999.pdf,"Select ""Withdraw""",Action (What)
HAL_5_999.pdf,"Select ""Joint Auto Proceed""",Action (What)
HAL_5_999.pdf,Monitor RMS motion with joint angle display,Action (What)
HAL_5_999.pdf,Monitor RMS motion out crew window,Action (What)
HAL_5_999.pdf,"Select ""Doors""",Action (What)
HAL_5_999.pdf,"Select ""Retract SAL Tray""",Action (What)
HAL_5_999.pdf,"Select ""Close SAL Door""",Action (What)
HAL_5_999.pdf,Enter UTC in crew log,Action (What)
HAL_1_0.pdf,to 3 of the 4 D-rings,Action (How)
HAL_1_0.pdf,"using  ""↑"" or ""↓"" buttons",Action (How)
HAL_1_0.pdf,"using  ""↑"" or ""↓"" buttons",Action (How)
HAL_2_3.pdf,using fill tool,Action (How)
HAL_5_111.pdf,Move/Twist,Action (How)
HAL_5_111.pdf,"Forward/Back ""Hat""",Action (How)
HAL_5_101.pdf,"by Selecting ""Grab HC Focus""",Action (How)
HAL_5_101.pdf,"by pressing
""Screen Print""",Action (How)
HAL_5_101.pdf,"by selecting ""DCApp"",",Action (How)
HAL_1_0.pdf,from the aft transfer port hatches,Action (Where)
HAL_1_0.pdf,in Lockers SA-1 and PA-1,Action (Where)
HAL_1_0.pdf,from lockers SA-1 and PA-1,Action (Where)
HAL_1_0.pdf,at the starboard and port hatch openings,Action (Where)
HAL_1_0.pdf,from PM-5,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Opening,Action (Where)
HAL_1_0.pdf,on PRS switch panel,Action (Where)
HAL_1_0.pdf,on PRS switch panel,Action (Where)
HAL_1_0.pdf,from PRS Drawer 1,Action (Where)
HAL_1_0.pdf,from PRS_D1,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,from PRS_D1,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,from PRS_D1,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,from PRS_D1,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,from PRS_D1,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,from PRS_D1,Action (Where)
HAL_1_0.pdf, behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,from the forward,Action (Where)
HAL_1_0.pdf,in the floor cutout,Action (Where)
HAL_1_0.pdf,from PN-1,Action (Where)
HAL_1_0.pdf,in PRS_D1,Action (Where)
HAL_1_0.pdf,from PN-2,Action (Where)
HAL_1_0.pdf,in PRS_D1,Action (Where)
HAL_1_0.pdf,from PN-3,Action (Where)
HAL_1_0.pdf,in PRS_D1,Action (Where)
HAL_1_0.pdf,from PN-4,Action (Where)
HAL_1_0.pdf,in PRS_D1,Action (Where)
HAL_1_0.pdf,back into the PRS,Action (Where)
HAL_1_0.pdf,from PRS Drawer 3,Action (Where)
HAL_1_0.pdf,on the port bench,Action (Where)
HAL_1_0.pdf,from PRS_D3,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,from PRS_D3,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,from PRS_D3,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,from PRS_D3,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
HAL_1_0.pdf,from PRS_D3,Action (Where)
HAL_1_0.pdf,behind the Port Hatch Cargo Net,Action (Where)
